Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
folded,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      hand_towel/hand_towel_4_4_38 (nan)      ,hand_towel/hand_towel_4_4_38 (nan) hand_towel/hand_towel_4_4_38 (nan) ,hand_towel/hand_towel_4_4_38 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
folded,glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      hand_towel/hand_towel_4_4_38 (nan)      ,hand_towel/hand_towel_4_4_38 (nan) ,hand_towel/hand_towel_4_4_38 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - folded,,,,,,,,0.5383333333333333,1.0,0.5333333333333333,0.6666666666666667
 ,,,,,,,,,,,
black,food_can/food_can_10_4_167 (nan)      apple/apple_1_1_188 (nan)      stapler/stapler_3_4_88 (nan)      keyboard/keyboard_5_4_130 (nan)      garlic/garlic_7_1_74 (nan)      dry_battery/dry_battery_1_1_65 (nan)      ,stapler/stapler_3_4_88 (nan) keyboard/keyboard_5_4_130 (nan) ,stapler/stapler_3_4_88 (nan) keyboard/keyboard_5_4_130 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
black,stapler/stapler_3_4_88 (nan)      food_can/food_can_10_4_167 (nan)      apple/apple_1_1_188 (nan)      dry_battery/dry_battery_1_1_65 (nan)      garlic/garlic_7_1_74 (nan)      ,stapler/stapler_3_4_88 (nan) ,stapler/stapler_3_4_88 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
black,food_can/food_can_10_4_167 (nan)      apple/apple_1_1_188 (nan)      stapler/stapler_3_4_88 (nan)      keyboard/keyboard_5_4_130 (nan)      garlic/garlic_7_1_74 (nan)      binder/binder_3_2_50 (nan)      ,stapler/stapler_3_4_88 (nan) keyboard/keyboard_5_4_130 (nan) binder/binder_3_2_50 (nan) ,stapler/stapler_3_4_88 (nan) keyboard/keyboard_5_4_130 (nan) binder/binder_3_2_50 (nan) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
black,stapler/stapler_3_4_88 (nan)      keyboard/keyboard_5_4_130 (nan)      food_can/food_can_10_4_167 (nan)      apple/apple_1_1_188 (nan)      garlic/garlic_7_1_74 (nan)      ,stapler/stapler_3_4_88 (nan) keyboard/keyboard_5_4_130 (nan) ,stapler/stapler_3_4_88 (nan) keyboard/keyboard_5_4_130 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
black,food_can/food_can_10_4_167 (nan)      apple/apple_1_1_188 (nan)      stapler/stapler_3_4_88 (nan)      scissors/scissors_3_4_107 (nan)      garlic/garlic_7_1_74 (nan)      dry_battery/dry_battery_1_1_65 (nan)      ,stapler/stapler_3_4_88 (nan) ,stapler/stapler_3_4_88 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
black,stapler/stapler_3_4_88 (nan)      keyboard/keyboard_5_4_130 (nan)      binder/binder_3_2_50 (nan)      garlic/garlic_7_1_74 (nan)      ,stapler/stapler_3_4_88 (nan) keyboard/keyboard_5_4_130 (nan) binder/binder_3_2_50 (nan) ,stapler/stapler_3_4_88 (nan) keyboard/keyboard_5_4_130 (nan) binder/binder_3_2_50 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
black,stapler/stapler_3_4_88 (nan)      keyboard/keyboard_5_4_130 (nan)      apple/apple_1_1_188 (nan)      garlic/garlic_7_1_74 (nan)      ,stapler/stapler_3_4_88 (nan) keyboard/keyboard_5_4_130 (nan) ,stapler/stapler_3_4_88 (nan) keyboard/keyboard_5_4_130 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
black,food_can/food_can_10_4_167 (nan)      apple/apple_1_1_188 (nan)      stapler/stapler_3_4_88 (nan)      keyboard/keyboard_5_4_130 (nan)      garlic/garlic_7_1_74 (nan)      dry_battery/dry_battery_1_1_65 (nan)      ,stapler/stapler_3_4_88 (nan) keyboard/keyboard_5_4_130 (nan) ,stapler/stapler_3_4_88 (nan) keyboard/keyboard_5_4_130 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
black,food_can/food_can_10_4_167 (nan)      apple/apple_1_1_188 (nan)      stapler/stapler_3_4_88 (nan)      scissors/scissors_3_4_107 (nan)      garlic/garlic_7_1_74 (nan)      dry_battery/dry_battery_1_1_65 (nan)      ,stapler/stapler_3_4_88 (nan) ,stapler/stapler_3_4_88 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
black,food_can/food_can_10_4_167 (nan)      apple/apple_1_1_188 (nan)      stapler/stapler_3_4_88 (nan)      keyboard/keyboard_5_4_130 (nan)      garlic/garlic_7_1_74 (nan)      dry_battery/dry_battery_1_1_65 (nan)      ,stapler/stapler_3_4_88 (nan) keyboard/keyboard_5_4_130 (nan) ,stapler/stapler_3_4_88 (nan) keyboard/keyboard_5_4_130 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - black,,,,,,,,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
orange,orange/orange_3_1_145 (nan)      food_jar/food_jar_3_4_80 (nan)      bell_pepper/bell_pepper_1_4_138 (nan)      ,bell_pepper/bell_pepper_1_4_138 (nan) orange/orange_3_1_145 (nan) bell_pepper/bell_pepper_1_4_138 (nan) ,orange/orange_3_1_145 (nan) bell_pepper/bell_pepper_1_4_138 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
orange,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      bell_pepper/bell_pepper_1_4_138 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,bell_pepper/bell_pepper_1_4_138 (nan) ,bell_pepper/bell_pepper_1_4_138 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
orange,camera/camera_2_1_72 (nan)      orange/orange_3_1_145 (nan)      glue_stick/glue_stick_1_4_146 (nan)      bell_pepper/bell_pepper_1_4_138 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,bell_pepper/bell_pepper_1_4_138 (nan) orange/orange_3_1_145 (nan) ,orange/orange_3_1_145 (nan) bell_pepper/bell_pepper_1_4_138 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
orange,orange/orange_3_1_145 (nan)      food_jar/food_jar_3_4_80 (nan)      bell_pepper/bell_pepper_1_4_138 (nan)      camera/camera_2_1_72 (nan)      ,bell_pepper/bell_pepper_1_4_138 (nan) orange/orange_3_1_145 (nan) ,orange/orange_3_1_145 (nan) bell_pepper/bell_pepper_1_4_138 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
orange,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      bell_pepper/bell_pepper_1_4_138 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,bell_pepper/bell_pepper_1_4_138 (nan) ,bell_pepper/bell_pepper_1_4_138 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
orange,orange/orange_3_1_145 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      bell_pepper/bell_pepper_1_4_138 (nan)      camera/camera_2_1_72 (nan)      ,bell_pepper/bell_pepper_1_4_138 (nan) orange/orange_3_1_145 (nan) ,orange/orange_3_1_145 (nan) bell_pepper/bell_pepper_1_4_138 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
orange,orange/orange_3_1_145 (nan)      food_jar/food_jar_3_4_80 (nan)      bell_pepper/bell_pepper_1_4_138 (nan)      camera/camera_2_1_72 (nan)      ,bell_pepper/bell_pepper_1_4_138 (nan) orange/orange_3_1_145 (nan) ,orange/orange_3_1_145 (nan) bell_pepper/bell_pepper_1_4_138 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
orange,orange/orange_3_1_145 (nan)      food_jar/food_jar_3_4_80 (nan)      bell_pepper/bell_pepper_1_4_138 (nan)      camera/camera_2_1_72 (nan)      ,bell_pepper/bell_pepper_1_4_138 (nan) orange/orange_3_1_145 (nan) ,orange/orange_3_1_145 (nan) bell_pepper/bell_pepper_1_4_138 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
orange,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      bell_pepper/bell_pepper_1_4_138 (nan)      tomato/tomato_1_4_101 (nan)      ,bell_pepper/bell_pepper_1_4_138 (nan) ,bell_pepper/bell_pepper_1_4_138 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
orange,orange/orange_3_1_145 (nan)      food_jar/food_jar_3_4_80 (nan)      bell_pepper/bell_pepper_1_4_138 (nan)      camera/camera_2_1_72 (nan)      ,bell_pepper/bell_pepper_1_4_138 (nan) orange/orange_3_1_145 (nan) bell_pepper/bell_pepper_1_4_138 (nan) ,orange/orange_3_1_145 (nan) bell_pepper/bell_pepper_1_4_138 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
Total - orange,,,,,,,,0.9416666666666667,1.0,0.9333333333333332,0.9600000000000002
 ,,,,,,,,,,,
folder,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      binder/binder_3_2_50 (nan)      tomato/tomato_1_4_101 (nan)      ,binder/binder_3_2_50 (nan) binder/binder_3_2_50 (nan) ,binder/binder_3_2_50 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
folder,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      binder/binder_3_2_50 (nan)      tomato/tomato_1_4_101 (nan)      ,binder/binder_3_2_50 (nan) binder/binder_3_2_50 (nan) ,binder/binder_3_2_50 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
folder,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      binder/binder_3_2_50 (nan)      tomato/tomato_1_4_101 (nan)      ,binder/binder_3_2_50 (nan) binder/binder_3_2_50 (nan) binder/binder_3_2_50 (nan) ,binder/binder_3_2_50 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
folder,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      binder/binder_3_2_50 (nan)      ,binder/binder_3_2_50 (nan) binder/binder_3_2_50 (nan) ,binder/binder_3_2_50 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
folder,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      binder/binder_3_2_50 (nan)      ,binder/binder_3_2_50 (nan) binder/binder_3_2_50 (nan) ,binder/binder_3_2_50 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
folder,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      binder/binder_3_2_50 (nan)      ,binder/binder_3_2_50 (nan) binder/binder_3_2_50 (nan) binder/binder_3_2_50 (nan) ,binder/binder_3_2_50 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
folder,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      binder/binder_3_2_50 (nan)      tomato/tomato_1_4_101 (nan)      ,binder/binder_3_2_50 (nan) ,binder/binder_3_2_50 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
folder,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      binder/binder_3_2_50 (nan)      tomato/tomato_1_4_101 (nan)      ,binder/binder_3_2_50 (nan) binder/binder_3_2_50 (nan) ,binder/binder_3_2_50 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
folder,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      binder/binder_3_2_50 (nan)      ,binder/binder_3_2_50 (nan) binder/binder_3_2_50 (nan) ,binder/binder_3_2_50 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
folder,food_jar/food_jar_3_4_80 (nan)      binder/binder_3_2_50 (nan)      ,binder/binder_3_2_50 (nan) binder/binder_3_2_50 (nan) binder/binder_3_2_50 (nan) ,binder/binder_3_2_50 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
Total - folder,,,,,,,,0.6183333333333334,1.0,0.4999999999999999,0.65
 ,,,,,,,,,,,
brown,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
brown,food_jar/food_jar_3_4_80 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
brown,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
brown,food_jar/food_jar_3_4_80 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
brown,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
brown,food_jar/food_jar_3_4_80 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
brown,bowl/bowl_1_1_179 (nan)      glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
brown,food_jar/food_jar_3_4_80 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
brown,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
brown,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
Total - brown,,,,,,,,0.5133333333333334,1.0,0.5833333333333333,0.7
 ,,,,,,,,,,,
coffee,food_jar/food_jar_3_4_80 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      pitcher/pitcher_2_1_44 (nan)      camera/camera_2_1_72 (nan)      ,pitcher/pitcher_2_1_44 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,pitcher/pitcher_2_1_44 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
coffee,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      pitcher/pitcher_2_1_44 (nan)      tomato/tomato_1_4_101 (nan)      ,pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
coffee,food_jar/food_jar_3_4_80 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      pitcher/pitcher_2_1_44 (nan)      camera/camera_2_1_72 (nan)      ,pitcher/pitcher_2_1_44 (nan) coffee_mug/coffee_mug_3_2_160 (nan) pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
coffee,food_jar/food_jar_3_4_80 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      tomato/tomato_1_4_101 (nan)      pitcher/pitcher_2_1_44 (nan)      camera/camera_2_1_72 (nan)      ,pitcher/pitcher_2_1_44 (nan) coffee_mug/coffee_mug_3_2_160 (nan) pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
coffee,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      pitcher/pitcher_2_1_44 (nan)      tomato/tomato_1_4_101 (nan)      ,pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
coffee,food_jar/food_jar_3_4_80 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      tomato/tomato_1_4_101 (nan)      pitcher/pitcher_2_1_44 (nan)      camera/camera_2_1_72 (nan)      ,pitcher/pitcher_2_1_44 (nan) coffee_mug/coffee_mug_3_2_160 (nan) pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
coffee,food_jar/food_jar_3_4_80 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      pitcher/pitcher_2_1_44 (nan)      camera/camera_2_1_72 (nan)      ,pitcher/pitcher_2_1_44 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,pitcher/pitcher_2_1_44 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
coffee,glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      pitcher/pitcher_2_1_44 (nan)      ,pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
coffee,food_jar/food_jar_3_4_80 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      pitcher/pitcher_2_1_44 (nan)      camera/camera_2_1_72 (nan)      ,pitcher/pitcher_2_1_44 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,pitcher/pitcher_2_1_44 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
coffee,food_jar/food_jar_3_4_80 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      pitcher/pitcher_2_1_44 (nan)      ,pitcher/pitcher_2_1_44 (nan) coffee_mug/coffee_mug_3_2_160 (nan) pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
Total - coffee,,,,,,,,0.9016666666666666,1.0,0.8666666666666666,0.9200000000000002
 ,,,,,,,,,,,
 ,,,,,,,,,,,
 ,,,,,,,,,,,
dark,food_jar/food_jar_3_4_80 (nan)      glue_stick/glue_stick_1_4_146 (nan)      apple/apple_1_1_188 (nan)      tomato/tomato_1_4_101 (nan)      ,apple/apple_1_1_188 (nan) apple/apple_1_1_188 (nan) apple/apple_1_1_188 (nan) ,apple/apple_1_1_188 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
dark,food_jar/food_jar_3_4_80 (nan)      glue_stick/glue_stick_1_4_146 (nan)      apple/apple_1_1_188 (nan)      tomato/tomato_1_4_101 (nan)      ,apple/apple_1_1_188 (nan) apple/apple_1_1_188 (nan) ,apple/apple_1_1_188 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
dark,food_can/food_can_10_4_167 (nan)      apple/apple_1_1_188 (nan)      glue_stick/glue_stick_1_4_146 (nan)      garlic/garlic_7_1_74 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,apple/apple_1_1_188 (nan) ,apple/apple_1_1_188 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
dark,food_jar/food_jar_3_4_80 (nan)      apple/apple_1_1_188 (nan)      tomato/tomato_1_4_101 (nan)      ,apple/apple_1_1_188 (nan) apple/apple_1_1_188 (nan) apple/apple_1_1_188 (nan) ,apple/apple_1_1_188 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
dark,food_jar/food_jar_3_4_80 (nan)      glue_stick/glue_stick_1_4_146 (nan)      food_can/food_can_10_4_167 (nan)      apple/apple_1_1_188 (nan)      tomato/tomato_1_4_101 (nan)      ,apple/apple_1_1_188 (nan) ,apple/apple_1_1_188 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
dark,food_jar/food_jar_3_4_80 (nan)      apple/apple_1_1_188 (nan)      ,apple/apple_1_1_188 (nan) apple/apple_1_1_188 (nan) apple/apple_1_1_188 (nan) ,apple/apple_1_1_188 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
dark,food_can/food_can_10_4_167 (nan)      apple/apple_1_1_188 (nan)      glue_stick/glue_stick_1_4_146 (nan)      garlic/garlic_7_1_74 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,apple/apple_1_1_188 (nan) ,apple/apple_1_1_188 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
dark,food_jar/food_jar_3_4_80 (nan)      apple/apple_1_1_188 (nan)      ,apple/apple_1_1_188 (nan) apple/apple_1_1_188 (nan) apple/apple_1_1_188 (nan) ,apple/apple_1_1_188 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
dark,food_jar/food_jar_3_4_80 (nan)      apple/apple_1_1_188 (nan)      tomato/tomato_1_4_101 (nan)      ,apple/apple_1_1_188 (nan) apple/apple_1_1_188 (nan) ,apple/apple_1_1_188 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
dark,food_jar/food_jar_3_4_80 (nan)      glue_stick/glue_stick_1_4_146 (nan)      apple/apple_1_1_188 (nan)      tomato/tomato_1_4_101 (nan)      ,apple/apple_1_1_188 (nan) ,apple/apple_1_1_188 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - dark,,,,,,,,0.625,1.0,0.6333333333333333,0.7333333333333333
 ,,,,,,,,,,,
towel,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      hand_towel/hand_towel_4_4_38 (nan)      ,hand_towel/hand_towel_4_4_38 (nan) hand_towel/hand_towel_4_4_38 (nan) ,hand_towel/hand_towel_4_4_38 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
towel,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      hand_towel/hand_towel_4_4_38 (nan)      tomato/tomato_1_4_101 (nan)      ,hand_towel/hand_towel_4_4_38 (nan) ,hand_towel/hand_towel_4_4_38 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
towel,food_jar/food_jar_3_4_80 (nan)      hand_towel/hand_towel_4_4_38 (nan)      ,hand_towel/hand_towel_4_4_38 (nan) hand_towel/hand_towel_4_4_38 (nan) hand_towel/hand_towel_4_4_38 (nan) ,hand_towel/hand_towel_4_4_38 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
towel,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      hand_towel/hand_towel_4_4_38 (nan)      tomato/tomato_1_4_101 (nan)      ,hand_towel/hand_towel_4_4_38 (nan) hand_towel/hand_towel_4_4_38 (nan) ,hand_towel/hand_towel_4_4_38 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
towel,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      hand_towel/hand_towel_4_4_38 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,hand_towel/hand_towel_4_4_38 (nan) ,hand_towel/hand_towel_4_4_38 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
towel,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      hand_towel/hand_towel_4_4_38 (nan)      ,hand_towel/hand_towel_4_4_38 (nan) hand_towel/hand_towel_4_4_38 (nan) ,hand_towel/hand_towel_4_4_38 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
towel,food_jar/food_jar_3_4_80 (nan)      hand_towel/hand_towel_4_4_38 (nan)      ,hand_towel/hand_towel_4_4_38 (nan) hand_towel/hand_towel_4_4_38 (nan) hand_towel/hand_towel_4_4_38 (nan) ,hand_towel/hand_towel_4_4_38 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
towel,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      hand_towel/hand_towel_4_4_38 (nan)      tomato/tomato_1_4_101 (nan)      ,hand_towel/hand_towel_4_4_38 (nan) hand_towel/hand_towel_4_4_38 (nan) ,hand_towel/hand_towel_4_4_38 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
towel,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      hand_towel/hand_towel_4_4_38 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,hand_towel/hand_towel_4_4_38 (nan) hand_towel/hand_towel_4_4_38 (nan) ,hand_towel/hand_towel_4_4_38 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
