Token,Type,0-apple/apple_1_1_188,0-ball/ball_1_2_185,0-banana/banana_2_4_195,0-bell_pepper/bell_pepper_1_4_138,0-binder/binder_3_2_50,0-bowl/bowl_1_1_179,0-calculator/calculator_3_4_11,0-camera/camera_2_1_72,0-cap/cap_4_2_163,0-cell_phone/cell_phone_1_2_110,0-cereal_box/cereal_box_2_4_33,0-coffee_mug/coffee_mug_3_2_160,0-comb/comb_1_4_193,0-dry_battery/dry_battery_1_1_65,0-flashlight/flashlight_3_1_142,0-food_bag/food_bag_1_2_138,0-food_box/food_box_5_2_134,0-food_can/food_can_10_4_167,0-food_cup/food_cup_2_2_74,0-food_jar/food_jar_3_4_80,0-garlic/garlic_7_1_74,0-glue_stick/glue_stick_1_4_146,0-greens/greens_1_2_89,0-hand_towel/hand_towel_4_4_38,0-instant_noodles/instant_noodles_1_1_119,0-keyboard/keyboard_5_4_130,0-kleenex/kleenex_3_4_214,0-lemon/lemon_2_4_188,0-lightbulb/lightbulb_4_1_36,0-lime/lime_4_1_15,0-marker/marker_4_1_75,0-mushroom/mushroom_3_2_154,0-notebook/notebook_2_1_170,0-onion/onion_4_2_44,0-orange/orange_3_1_145,0-peach/peach_3_2_234,0-pear/pear_2_4_64,0-pitcher/pitcher_2_1_44,0-plate/plate_6_1_64,0-pliers/pliers_4_1_184,0-potato/potato_5_1_106,0-rubber_eraser/rubber_eraser_3_4_143,0-scissors/scissors_3_4_107,0-shampoo/shampoo_6_1_230,0-soda_can/soda_can_3_4_5,0-sponge/sponge_5_4_261,0-stapler/stapler_3_4_88,0-tomato/tomato_1_4_101,0-toothbrush/toothbrush_4_2_39,0-toothpaste/toothpaste_1_4_71,0-water_bottle/water_bottle_7_1_97
brand,object,4.058477191324621e-14,7.160452323940637e-20,2.137377222033567e-37,2.5082171063927744e-18,7.206477219695264e-21,2.8065664100889774e-14,1.0376190649543287e-37,4.5194653691515637e-11,1.776339292794394e-09,2.398606323621572e-35,1.6256795783952655e-33,1.4414793027192777e-12,8.691724146978259e-07,1.372875275018184e-17,3.00399779514827e-11,4.743880451080364e-25,6.2642975661108305e-18,4.62041179906388e-08,4.334939079545962e-07,0.024474985346012453,2.978103706819927e-15,0.9985279897598953,6.111305366400588e-18,7.249762619679339e-12,5.1743561999106945e-15,5.67979453484784e-12,2.8959964065650612e-11,1.342206181214075e-16,1.0383606337337653e-17,1.1442856301626212e-26,1.2585484104020958e-05,1.1986392448239316e-25,3.497648033031436e-42,7.533413792289192e-13,4.8135955137583296e-11,1.937152909036677e-16,4.9117921888501046e-20,1.0561947980143884e-13,1.457011140086246e-18,3.7604285153852825e-15,1.3746356046715417e-25,0.00016937179532536695,3.341261493277372e-55,3.395596788428457e-30,3.3627460082761094e-16,5.982242548509863e-10,7.81945131908691e-10,8.64344825989505e-10,8.630465701125432e-19,1.239822961453217e-35,1.1147915019384598e-12
brown,object,1.121573003707471e-44,0.9999876230912944,6.837163337573852e-44,9.60467041029763e-99,9.998269496724038e-22,0.9993869057814255,1.1987266830559522e-17,6.365212972296986e-39,1.8609200196740976e-31,1.228409129090345e-28,0.0003320299474993256,0.999999999999762,2.7230034053285133e-15,3.3360494480328027e-28,2.542784135009974e-13,1.976046467719719e-69,9.430395510730765e-27,3.530685992918944e-36,1.0268011408509746e-83,0.002607773519355979,8.662866283437136e-22,5.174329708392276e-21,8.799414835386667e-55,1.4956016580139356e-05,5.388120098977542e-07,1.4959994420758108e-44,9.003343852365982e-72,3.598295836411231e-38,1.1994436921614512e-96,3.426048017421617e-35,3.305536199840245e-14,4.206075824182859e-40,6.893845808787675e-20,1.2212844708959468e-16,1.616397785314966e-49,1.1748274889229945e-43,4.252995236182426e-23,2.1632331608922523e-26,0.9999999996889266,0.7344750233672209,0.9801550341663475,4.8779552455486895e-58,1.6049842837247009e-43,4.544216176683175e-84,2.799235658526578e-39,6.902900484115449e-21,2.2059794532813582e-38,5.433023504220574e-18,5.515236551002829e-115,4.1548922953408624e-41,1.2006258536453395e-102
brush,object,1.415044059897644e-13,3.2070518330260995e-10,9.432794470181542e-16,1.136067517665571e-17,1.737976346454258e-06,1.999444872932636e-09,4.909480913889816e-16,3.9016567480377517e-07,1.4193081506942562e-09,1.5700512135248326e-14,6.493826211050523e-12,4.965752722679306e-07,0.9999999999999971,3.9663446776126864e-12,0.1464108194584378,1.0689370441978929e-10,4.98860915152526e-10,2.4040622281874458e-08,1.9315272079336023e-19,6.316657913940034e-07,4.928645976434432e-06,3.28802537993417e-05,2.1749487215541495e-16,2.022863743298215e-07,1.3983237265715949e-08,0.0006667339115896844,4.527330978512482e-09,4.530984759696534e-06,8.500351415802097e-08,2.034672686642302e-17,2.0148835122118073e-05,0.00628259007805355,0.00023813047187195828,0.00013254671117815,3.6732643409125253e-07,6.497163553431993e-10,1.1552222479177709e-10,1.6794052254334925e-05,7.086817483756957e-07,5.876609140351324e-09,6.704664682651713e-07,0.021628245449874354,3.7445145054788326e-08,1.445825054874781e-14,5.428762700215981e-07,0.00047605229902252053,3.0603655827464678e-12,9.637796995471769e-05,0.9999998063321247,4.022112906684891e-10,1.2811979795848382e-09
bulb,object,6.133931398820652e-20,7.157069348018804e-07,2.845338078178374e-14,1.1845782429175655e-21,1.8394135951021514e-16,5.51789122615524e-11,1.6317667953254142e-08,2.1176140428264803e-06,6.21752565294032e-13,9.378585579227398e-12,2.7172373719614522e-22,8.401800966335896e-05,0.0004854626197348353,2.130151725354392e-05,0.6203813962902287,3.5976700717100062e-12,3.2905242661776887e-12,8.194289950871825e-09,6.055959877059327e-14,1.2206557109871556e-10,0.9999996406533048,0.00017707655207350933,0.001238689878526776,0.0015830143657998897,2.065393507319201e-09,3.533853188407697e-11,1.6499154618318448e-14,1.5604935418859679e-16,0.999999999999974,2.01944235834757e-09,9.254912098112782e-09,0.9999999986249297,3.5521421988738537e-12,0.05797983520618397,2.767131842049541e-07,3.790619995590367e-17,2.8011631777553334e-08,1.9604912061952818e-10,5.640994984808368e-12,1.910782935658839e-11,1.6458888901876455e-16,1.1398029753377925e-05,3.448465264165393e-19,2.073805708979785e-21,5.038917243475061e-07,2.550995102820914e-15,1.9100323911832354e-10,7.65204717972005e-05,9.657812472032485e-07,1.305615485182849e-13,2.6962293648611857e-07
bundle,object,4.063961713782554e-08,2.925929557117996e-05,1.4703425288944344e-07,9.115488547117486e-05,6.058264800602722e-11,3.979894148140578e-06,9.475390873299431e-09,0.011279290728536163,9.731772145781803e-08,3.734683992296534e-07,2.0604383683369136e-10,0.00019592266167147657,1.3966804769189253e-06,4.8007664981711134e-06,0.013210512874025821,2.983086797417387e-11,4.359694083710732e-07,0.00020696201087231345,8.051515845490977e-13,0.0006042948142883064,0.15876697320950955,0.000516379130970077,0.9999780680170828,1.2203885424937704e-05,3.407829404786198e-07,1.7480360304457725e-07,3.1000390648889337e-07,1.6625589798979912e-06,1.0283532341144036e-09,3.622389052379515e-07,0.0002525510439991802,5.115946870305215e-06,0.00013501048466548884,2.9285723404277417e-06,9.217638072737347e-07,1.5967603297576924e-07,0.0009145933899365197,0.00013780256099284893,0.00912241263230174,4.3377729901631176e-05,0.005399055662613483,4.623306758004654e-05,4.94440959024399e-10,2.2042065242095885e-12,2.3415276508177603e-05,1.1448892541268793e-05,3.5797537331181864e-07,0.0027460737254561647,1.4224395660817373e-08,6.618856048320952e-10,1.4043702588563895e-07
calculator,object,1.3947779000017185e-08,0.0003155790679668654,6.354030907884393e-08,1.0968435607723419e-09,1.698334190376104e-11,8.859663801325863e-06,0.9999999907955351,0.0013430908415542101,1.4983799131362265e-09,0.0033372437754176747,2.3217122542373684e-14,0.00017025197239232072,1.9745391229197575e-08,0.0022468773394177777,0.005089425771876134,2.8166218022003506e-13,1.0236777670759646e-07,2.366484641505707e-06,1.4089720782093362e-14,0.0003714247169289278,0.0004123082485858492,2.9191447187314084e-05,4.585648959182866e-06,5.496534723722906e-05,3.601365018307374e-08,1.4626171491957228e-05,4.024102159003775e-07,2.167234530638528e-07,1.0128251753908408e-11,1.5588439533360459e-07,7.552148919739746e-06,3.093549283226188e-07,9.725387880721557e-07,2.89660947877652e-07,4.788620876071686e-07,1.3189518877921015e-09,8.631479397087537e-05,0.00047327421470285444,6.200414182866123e-07,0.00500667223769091,1.3189677812749258e-06,0.00027193532732189225,3.728782087822647e-09,2.3398910287477193e-12,0.0001451882634467257,2.4168426665849733e-08,6.966627341387444e-07,2.2644727855997135e-05,5.774872433511724e-11,1.7480178694419732e-10,7.391977609810482e-09
camera,object,5.330209504964764e-08,0.000637088787704753,2.5314981437130122e-14,1.1621745542315218e-07,1.515209691460528e-11,1.172448261768302e-06,1.959099576562316e-07,0.9998361440233233,3.0713077864239557e-10,3.9354208230847885e-05,4.6617329302642004e-11,1.6455679851547044e-06,3.685304365051975e-12,3.265695892469041e-05,0.12346671743444092,5.353784029650393e-11,1.1563418737800627e-07,8.484250437106235e-07,6.995636545750192e-16,0.00022701141969421425,3.6605277839224862e-06,0.0005739470507242755,8.940205623190746e-07,4.256148539877361e-05,1.6607349812589143e-09,1.516689677658252e-11,3.69285406090668e-08,8.855350916574721e-07,0.000318115372831471,9.83971421123848e-12,2.7896308712617e-06,1.1561148919847416e-05,9.063898625218575e-06,1.8683090288466358e-07,7.057026509850649e-06,9.38966683406182e-10,3.0958628174861414e-06,1.5753661789298973e-05,6.299369530599018e-05,4.38658294842475e-06,1.0082787956302056e-05,8.094401965087694e-06,3.461769799668283e-09,8.212317950579107e-17,0.0003013987994849017,0.000213023159549844,4.9507360589794784e-05,2.160963901865812e-05,1.6734361856028917e-07,1.6241776789888888e-13,1.0766026809924382e-10
campbells,object,3.5271995624428414e-11,0.00040184355086787007,5.908925747227192e-14,2.2772344020362417e-17,2.842896894308475e-14,6.184825509277751e-08,0.00980615623579933,2.8628394382615654e-05,4.082956348061733e-07,1.159473519638154e-11,1.4905519186280738e-20,1.7869322078720685e-12,0.00021739469182493858,1.3933154234477963e-05,5.7058754285463545e-05,1.759945525759065e-17,2.7158364475354854e-09,0.9999998872523379,4.720477163645592e-14,2.4903184777810713e-05,3.1031994868884426e-05,0.00021651384278722607,4.0758947757951567e-10,9.847840848265097e-07,2.0785543911384796e-07,1.624218434194021e-14,1.7368354424378833e-19,2.764604692245415e-07,2.1045307234568267e-16,3.979522603793977e-13,9.946792532038321e-07,7.892386041197595e-11,1.0374658183622756e-09,5.053522649071758e-06,6.780173430096727e-12,1.7319323170740142e-16,6.0419449687329735e-09,5.392713686360966e-13,1.772970542497493e-05,0.0030950622409503053,7.352333738394547e-06,7.995053198254452e-06,3.2939465240849233e-18,8.981661747123895e-40,1.0,3.363023692056161e-10,4.534030690713175e-09,0.00017664827203294858,4.2666998617895784e-07,4.0482570644896687e-13,9.566438719688235e-17
can,object,9.596583395999816e-11,2.5240500869433853e-18,0.07861876317358084,3.51759464424446e-11,2.803805297197136e-45,1.9008729100418716e-18,3.0873759705396585e-14,1.741990267005735e-23,1.6456324869700378e-20,1.214297345037441e-29,5.081673396344932e-31,4.528038082664127e-27,1.1376586006724469e-52,1.4512116325623237e-17,4.383932940894861e-13,6.408348965500812e-19,2.389981996630154e-13,1.0,9.896585914337116e-19,0.00013785769908790016,7.596551931408464e-14,1.1964762007220439e-06,7.226970266281997e-26,3.619685244277558e-21,1.8783132405058622e-12,2.3876433020034715e-51,2.1733088793343387e-15,1.7928143035955244e-11,5.333288608349235e-33,1.6044729208727324e-30,2.07929329545976e-07,3.335997008829075e-08,7.970089922647535e-14,2.9998446982449627e-11,5.279999618814159e-13,2.975388606431439e-11,7.619676946222096e-10,1.914766460743906e-25,4.069434201278455e-14,2.774379607774971e-33,4.0710712611160485e-09,2.0816324995861854e-08,7.847085003417526e-35,1.1450285664590855e-05,1.0,5.9524111396982884e-18,4.2357511170614576e-29,0.00038537144091031674,5.468219186690804e-32,7.097188814907248e-07,0.0013885102727976529
cap,object,5.284822859145591e-09,1.3601845464156737e-12,6.00899694937864e-05,9.79604905166489e-10,3.097802568791256e-17,1.7543987684027946e-35,1.2503489724792398e-11,2.8900173329959743e-15,1.0,2.7412507986206946e-10,1.3854634127993463e-23,3.3041898954427705e-18,1.6896781637232815e-12,8.173507365846097e-09,7.459099312537516e-15,1.5168022301693778e-21,3.3976442313850876e-12,2.385817255521275e-11,2.3461499601778165e-14,1.866213424573872e-05,7.375392654848324e-08,2.281712884289522e-05,3.2267723463954786e-16,3.518478305688911e-15,1.1791272476831317e-17,5.409056220433154e-06,0.00029699701915505256,2.449937759696892e-15,5.9699015074665535e-27,5.841745895806603e-17,0.01662711985734284,9.749933099248132e-22,1.0631573397316351e-09,1.092819985261803e-05,1.3491026818657178e-08,4.314388701460547e-08,6.685282862462185e-08,4.2356857337054027e-07,4.954461813321252e-10,1.2481808733930222e-06,2.840171528923586e-07,0.0001297655842061989,7.28400621141663e-45,9.422984306142977e-09,1.218089767650958e-09,7.345226113688561e-17,0.006886492162286169,3.941047290039461e-09,5.371955266178275e-13,8.385051776439576e-26,3.262887423828212e-05
cell,object,1.3519891199147487e-10,0.02066294688945148,1.765982567233667e-22,1.3752192055622062e-11,4.72185607038031e-10,1.3209406106955756e-10,5.17175268964307e-09,2.566826208283733e-06,6.531142111600872e-09,0.9999998226797316,3.226004345744698e-18,2.259794563839341e-09,6.97217945472458e-11,0.6734958931940107,1.3119310527303404e-07,1.255577107075106e-08,1.2733608368179905e-08,2.358472424262779e-09,9.682127608029006e-13,0.0016576413131481169,1.0458585082868122e-07,0.003167379065672759,9.949769686173113e-20,1.3139099873921617e-08,6.398790593988936e-09,2.162538650888089e-21,8.684493170659378e-09,9.232227146764463e-10,4.699717795004892e-09,7.325295105089427e-08,7.594215833584706e-07,4.7661568593362497e-07,4.448713822530101e-09,0.00019824448759186462,3.5954585503737645e-07,4.937276880900165e-09,6.269732495542761e-06,0.0037772614765563864,4.478346897098022e-08,3.6505143097795957e-07,2.875780106382403e-08,3.154569579110995e-05,5.495874346991483e-17,2.601143531052203e-25,0.00012198394844712288,1.664855830872434e-05,0.0187988404749472,1.826447675925761e-05,4.804994297976694e-09,5.384139507645059e-10,4.327210485828247e-06
cellphone,object,8.843733909858639e-08,3.101882577230683e-05,3.91764119755817e-15,1.7793491915650654e-12,1.1233356458637921e-11,3.834632495971893e-09,1.391348575262847e-07,0.0003853494176242011,1.7207359007611192e-07,0.9999999961250716,1.773757219393153e-18,3.028801155377084e-06,2.1087461419786233e-07,0.005877188418850668,0.01858953293884213,1.0708288856840041e-10,1.178067784492976e-07,3.587491805765779e-09,1.538104251672309e-13,0.0025051001494836907,4.16784302701886e-05,0.004021784134503525,3.2410467588328607e-12,1.167913865746214e-06,5.51406086021654e-11,1.3380750436372982e-16,2.0700359640499542e-07,6.543357373459626e-07,0.00015886384768481148,3.044914546963995e-12,3.6124656017838686e-05,0.0019374846766124487,6.840883927198093e-08,0.00045152918706133587,1.8722185627079663e-07,1.0233431595783624e-07,7.982285269303389e-06,0.003510442145778979,3.116368732257664e-06,3.2370642579337424e-07,6.900915034690766e-09,8.91330592868932e-06,3.2297347699756546e-12,2.4011618025323535e-14,3.1026152387742064e-05,1.0635249240396406e-05,0.0003135074443604234,3.723000217240052e-05,1.8137414839561993e-09,2.0254486472545287e-11,1.0834193542482076e-08
ceramic,object,1.4952283740684649e-09,3.498978931432707e-14,4.1482262814710574e-15,1.112766464003941e-12,2.126884159487049e-08,0.9999999359073412,6.716551288538085e-19,9.847781388037088e-05,8.974744815927599e-13,3.648730863983891e-08,8.095612592081563e-14,0.9995854088108431,8.174033981177395e-13,1.6519923084819311e-06,0.01320126083518611,1.4449158778983716e-15,7.08146462632234e-10,1.5342841002347088e-08,2.0075917282928714e-27,6.068622436242458e-08,3.545181002033708e-08,1.8848544459189488e-05,4.578615785062703e-06,1.1633763972404682e-08,2.4021082319066313e-12,1.4367682480947884e-13,1.5536782045471778e-07,4.3814168243777e-12,1.2825894594434796e-10,9.154198229626208e-10,5.772245162745588e-07,1.5933359790089252e-16,1.3600289780784699e-09,7.043842563581326e-10,1.1566137868046142e-13,2.3842577849125956e-17,4.9598585293340585e-09,0.9999999999556444,3.818430490105044e-06,5.200796283186136e-06,8.861542498755165e-14,7.314170338790501e-08,7.251287984127596e-22,5.736554907086128e-22,4.163873132436248e-14,1.319061647275561e-15,8.45825479526122e-14,3.8166449928402556e-22,5.985898474691584e-13,7.678322634653421e-21,6.481275348053379e-08
cereal,object,3.70597037136873e-18,8.410646407013399e-14,9.967573036624989e-20,5.1838375333516465e-06,1.9770612706379066e-22,0.0002572766227044504,2.2331706499086862e-13,4.021562254778912e-08,4.812970147707093e-36,1.5071683412793838e-29,0.9999999999264906,1.1436941112940536e-07,2.8752288031399426e-12,3.689785559513716e-11,1.6003257179575043e-05,1.2118841470645124e-23,2.2509019228297267e-06,2.7867316153059237e-05,2.830386527429298e-21,1.5003909288083254e-06,0.0015785743499579325,5.867132889880979e-08,7.488556208765366e-25,1.823043665177808e-13,1.5868031537941727e-14,3.881215709955826e-13,0.0011618202153800038,3.0375855819965013e-17,2.9140359112456317e-10,2.167306115081737e-24,1.356344117997928e-12,2.7893588014715324e-05,1.3319429119550663e-11,1.50661445127705e-07,0.00011884555998990985,2.3697251297295188e-07,1.3793649535124468e-33,1.8808211507802036e-05,4.921028027219945e-09,0.0009112607031106811,2.3161171892309924e-07,0.015902430480952707,1.3943830262729396e-21,1.0443771759196017e-28,2.8642454402444946e-10,2.726585792628267e-15,9.624627930303462e-18,2.527241082849848e-06,1.3194703975719743e-13,1.1339507756753015e-21,1.6765721138229813e-12
cheez,object,8.09457319762021e-07,0.00022825819783676337,2.3065785899748168e-30,1.3183694411401034e-12,4.375439224099467e-12,7.166906977162192e-07,0.00032598709452995295,0.01310828801686463,4.162773371941556e-07,1.7209044016706007e-12,0.9934999763585027,7.72685285939573e-09,0.00016129098750304358,1.5711362497084253e-07,1.762816662871566e-07,4.748396699608534e-11,0.9953130002493564,8.111957096921968e-09,3.267700404022665e-39,5.985117444207487e-05,1.0169506126295958e-08,1.4910777159467116e-10,5.992199944574844e-25,6.043769867770516e-19,5.89150976034449e-09,3.347432227055563e-15,4.828407904488199e-10,1.3149730474989692e-08,2.1544211903234427e-11,2.936114167972474e-16,1.3216923042547661e-08,1.0524865881044936e-14,1.1354653223942377e-08,7.355713528459209e-10,7.905881929291933e-07,1.2506047497742428e-07,1.7028678657812693e-10,0.001299532265573514,7.651490588385581e-14,0.0015668290375815542,3.1476378167585765e-07,0.002798278121619835,1.0348071148930894e-10,5.91245896886773e-19,3.1072687840298e-07,0.00028089446025177334,5.4373452558107525e-12,1.179784681087833e-08,5.45952474059997e-10,1.0080769514948267e-10,1.259342460675029e-29
chips,object,5.508129808783295e-10,3.3511372787263146e-06,5.329678907161309e-11,3.3934906928441768e-12,1.8550689959092356e-06,2.0385154447331205e-08,6.962409258198645e-09,1.9728026248731743e-07,2.5109524802760846e-08,1.5508458617366392e-08,6.241347494659914e-12,6.65070092365714e-06,2.083465724867563e-09,1.9304168846250532e-05,0.0001015213401711921,0.9997468293604962,7.118086647420129e-09,2.8918903077536956e-05,8.287779021416129e-13,2.7192936699764174e-05,0.00012830723667863535,0.00031265206765711723,2.3077137697413672e-08,3.82794912981991e-05,0.0008091472816907779,3.2739240503698275e-05,4.231509990590292e-08,6.813258205793687e-06,1.2997350050026062e-08,6.772748644411975e-11,5.3887162441281984e-05,0.000997416980516608,1.221300984847842e-05,2.0052110487753692e-05,5.314441119651943e-06,4.950424304334257e-09,0.0008508122052180939,5.1839671357570464e-05,0.0008283971731712351,0.00034221552852035876,0.03392490409604005,0.00021904054936992316,1.4976590598178162e-08,1.2734046187743452e-10,0.000113447727527721,1.033593034580985e-05,1.3085124583109099e-10,6.551612964475118e-05,1.5540227729880047e-08,1.3636802976375886e-07,6.787767566253326e-06
chobani,object,1.4916116684737026e-05,3.6981382415781338e-06,8.267533579876087e-10,6.177270727761483e-08,6.830903371963342e-13,8.984789384166565e-05,9.773133966764738e-07,3.299050557502672e-05,5.996094423779639e-07,4.525425084865154e-06,3.972828975691285e-13,6.007359246760118e-08,3.250981454255452e-09,2.5161640780853493e-05,0.010464004772814232,4.89716449365683e-05,1.1451671052279868e-06,3.941390440871904e-05,0.999060952827112,1.120787593539058e-05,0.0004165947830054768,0.007956453942656611,2.0621482305068183e-06,7.950515077498553e-08,4.785572201671678e-06,2.8828514705587444e-07,9.428556072082201e-07,2.422028292969875e-05,8.212537349502309e-13,1.2617373903908486e-09,7.481832309400721e-05,4.836049289805172e-06,1.2174384086128935e-05,5.852801195399879e-06,3.5843748608987167e-09,1.3073471298783646e-06,3.888062214506616e-05,7.820058188905652e-06,0.001445223544065459,0.0002778508347008804,0.0011511601973436742,0.000218431069664992,4.3714677360323827e-10,1.589054073113264e-11,9.53723973515315e-05,5.760892597695216e-09,3.6197800465990097e-06,8.74577404833239e-07,1.1051872614904e-06,1.793873214712437e-11,2.438301150786844e-06
choy,object,1.6060407334663442e-08,3.1751738004230524e-07,3.5366387312490144e-07,5.344607337583214e-05,1.4396015070520878e-10,1.4896553966131392e-05,1.288082071794747e-07,0.012891618782115229,9.724098754868893e-09,1.4062759148883642e-06,3.969766600584386e-11,5.232304669001552e-05,8.358126942822993e-07,5.090140977607147e-06,0.023749807737615043,2.3849652486799626e-11,2.527284377232662e-07,8.450420802841718e-05,5.4479104538193e-13,0.00033418987962369624,0.0021164965274264526,0.00025049366919275407,0.9999316096890316,4.4803339856673245e-05,7.060832010928573e-07,9.915217483777622e-07,1.2696730805592358e-06,1.3031262965663772e-06,1.779150686175546e-08,8.331187056010067e-08,0.0002994859725259803,0.00010339505631160116,9.798863029387163e-05,2.8033987261580093e-06,8.566094159299062e-06,1.0553444248421333e-07,0.0018964847684952023,4.225130521751552e-05,0.005293935974204814,6.71404795346908e-05,0.0030118098233391137,7.134534428274534e-05,8.496695270003384e-10,7.673051723356511e-12,5.8277101574284456e-05,9.338646416821354e-06,1.0940941373240615e-06,0.0014349684092101681,1.3288554824919456e-08,2.2186482293943414e-09,2.2790389590355894e-07
